,Year,Laureate_Id_x,Firstname_x,Lastname_x,Category,Prize_Share,Motivation,Name_key,Laureate_Id_y,Firstname_y,Lastname_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
94,1919,309,Jules,Bordet,medicine,1,"""for his discoveries relating to immunity""",Jules Bordet,309,Jules,Bordet,male,1870-06-13,Belgium,Soignies,BE,06/04/1961,Belgium,Brussels,BE,Brussels University,Brussels,Belgium
95,1919,24,Johannes,Stark,physics,1,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",Johannes Stark,24,Johannes,Stark,male,1874-04-15,Germany,Schickenhof,DE,21/06/1957,West Germany (now Germany),Traunstein,DE,Greifswald University,Greifswald,Germany
96,1919,588,Carl,Spitteler,literature,1,"""in special appreciation of his epic <I>Olympian Spring</I>""",Carl Spitteler,588,Carl,Spitteler,male,1845-04-24,Switzerland,Liestal,CH,29/12/1924,Switzerland,Lucerne,CH,,,
97,1920,25,Charles Edouard,Guillaume,physics,1,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",Charles Edouard Guillaume,25,Charles Edouard,Guillaume,male,1861-02-15,Switzerland,Fleurier,CH,13/06/1938,France,Sèvres,FR,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France
98,1920,178,Walther,Nernst,chemistry,1,"""in recognition of his work in thermochemistry""",Walther Nernst,178,Walther,Nernst,male,1864-06-25,Prussia (now Poland),Briesen (now Wąbrzeźno),PL,18/11/1941,Germany,Muskau,DE,Berlin University,Berlin,Germany
99,1920,310,August,Krogh,medicine,1,"""for his discovery of the capillary motor regulating mechanism""",August Krogh,310,August,Krogh,male,1874-11-15,Denmark,Grenå,DK,13/09/1949,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark
100,1920,484,Léon,Bourgeois,peace,1,"""for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations""",Léon Bourgeois,484,Léon,Bourgeois,male,1851-05-21,France,Paris,FR,29/09/1925,France,Épernay,FR,,,
101,1920,589,Knut,Hamsun,literature,1,"""for his monumental work <I>Growth of the Soil</I>""",Knut Hamsun,589,Knut,Hamsun,male,1859-08-04,Norway,Lom,NO,19/02/1952,Norway,Grimstad,NO,,,
102,1921,590,Anatole,France,literature,1,"""in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament""",Anatole France,590,Anatole,France,male,1844-04-16,France,Paris,FR,12/10/1924,France,Saint-Cyr-sur-Loire,FR,,,
103,1921,485,Hjalmar,Branting,peace,2,"""for their lifelong contributions to the cause of peace and organized internationalism""",Hjalmar Branting,485,Hjalmar,Branting,male,1860-11-23,Sweden,Stockholm,SE,24/02/1925,Sweden,Stockholm,SE,,,
104,1921,26,Albert,Einstein,physics,1,"""for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect""",Albert Einstein,26,Albert,Einstein,male,1879-03-14,Germany,Ulm,DE,18/04/1955,USA,Princeton NJ,US,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany
105,1921,179,Frederick,Soddy,chemistry,1,"""for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes""",Frederick Soddy,179,Frederick,Soddy,male,1877-09-02,United Kingdom,Eastbourne,GB,22/09/1956,United Kingdom,Brighton,GB,University of Oxford,Oxford,United Kingdom
106,1921,486,Christian,Lange,peace,2,"""for their lifelong contributions to the cause of peace and organized internationalism""",Christian Lange,486,Christian,Lange,male,1869-09-17,Norway,Stavanger,NO,11/12/1938,Norway,Oslo,NO,,,
107,1922,27,Niels,Bohr,physics,1,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",Niels Bohr,27,Niels,Bohr,male,1885-10-07,Denmark,Copenhagen,DK,18/11/1962,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark
108,1922,487,Fridtjof,Nansen,peace,1,"""for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees""",Fridtjof Nansen,487,Fridtjof,Nansen,male,1861-10-10,Norway,Kristiania (now Oslo),NO,13/05/1930,Norway,Oslo,NO,,,
109,1922,180,Francis W.,Aston,chemistry,1,"""for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule""",Francis W. Aston,180,Francis W.,Aston,male,1877-09-01,United Kingdom,Harborne,GB,20/11/1945,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
110,1922,312,Otto,Meyerhof,medicine,2,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",Otto Meyerhof,312,Otto,Meyerhof,male,1884-04-12,Germany,Hanover,DE,06/10/1951,USA,Philadelphia PA,US,Kiel University,Kiel,Germany
111,1922,592,Jacinto,Benavente,literature,1,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",Jacinto Benavente,592,Jacinto,Benavente,male,1866-08-12,Spain,Madrid,ES,14/07/1954,Spain,Madrid,ES,,,
112,1922,311,Archibald V.,Hill,medicine,2,"""for his discovery relating to the production of heat in the muscle""",Archibald V. Hill,311,Archibald V.,Hill,male,1886-09-26,United Kingdom,Bristol,GB,03/06/1977,United Kingdom,Cambridge,GB,London University,London,United Kingdom
113,1923,313,Frederick G.,Banting,medicine,2,"""for the discovery of insulin""",Frederick G. Banting,313,Frederick G.,Banting,male,1891-11-14,Canada,Alliston,CA,21/02/1941,Canada,Newfoundland,CA,University of Toronto,Toronto,Canada
114,1923,314,John,Macleod,medicine,2,"""for the discovery of insulin""",John Macleod,314,John,Macleod,male,1876-09-06,Scotland,Cluny,GB,16/03/1935,Scotland,Aberdeen,GB,University of Toronto,Toronto,Canada
115,1923,28,Robert A.,Millikan,physics,1,"""for his work on the elementary charge of electricity and on the photoelectric effect""",Robert A. Millikan,28,Robert A.,Millikan,male,1868-03-22,USA,Morrison IL,US,19/12/1953,USA,San Marino CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
116,1923,181,Fritz,Pregl,chemistry,1,"""for his invention of the method of micro-analysis of organic substances""",Fritz Pregl,181,Fritz,Pregl,male,1869-09-03,Austria-Hungary (now Slovenia),Laibach (now Ljubljana),SI,13/12/1930,Austria,Graz,AT,Graz University,Graz,Austria
117,1923,593,William Butler,Yeats,literature,1,"""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation""",William Butler Yeats,593,William Butler,Yeats,male,1865-06-13,Ireland,Dublin,IE,28/01/1939,France,Roquebrune-Cap-Martin,FR,,,
118,1924,594,Wladyslaw,Reymont,literature,1,"""for his great national epic <I>The Peasants</I>""",Wladyslaw Reymont,594,Wladyslaw,Reymont,male,1867-05-07,Russian Empire (now Poland),Kobiele Wielkie,PL,05/12/1925,Poland,Warsaw,PL,,,
119,1924,315,Willem,Einthoven,medicine,1,"""for his discovery of the mechanism of the electrocardiogram""",Willem Einthoven,315,Willem,Einthoven,male,1860-05-21,Java Dutch East Indies (now Indonesia),Semarang,ID,29/09/1927,the Netherlands,Leiden,NL,Leiden University,Leiden,the Netherlands
120,1924,29,Manne,Siegbahn,physics,1,"""for his discoveries and research in the field of X-ray spectroscopy""",Manne Siegbahn,29,Manne,Siegbahn,male,1886-12-03,Sweden,Örebro,SE,26/09/1978,Sweden,Stockholm,SE,Uppsala University,Uppsala,Sweden
121,1925,30,James,Franck,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",James Franck,30,James,Franck,male,1882-08-26,Germany,Hamburg,DE,21/05/1964,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany
122,1925,31,Gustav,Hertz,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",Gustav Hertz,31,Gustav,Hertz,male,1887-07-22,Germany,Hamburg,DE,30/10/1975,East Germany (now Germany),Berlin,DE,Halle University,Halle,Germany
123,1925,488,Sir Austen,Chamberlain,peace,2,"""for his crucial role in bringing about the Locarno Treaty""",Sir Austen Chamberlain,488,Sir Austen,Chamberlain,male,1863-10-16,United Kingdom,Birmingham,GB,16/03/1937,United Kingdom,London,GB,,,
124,1925,489,Charles G.,Dawes,peace,2,"""for his crucial role in bringing about the Dawes Plan""",Charles G. Dawes,489,Charles G.,Dawes,male,1865-08-27,USA,Marietta OH,US,23/04/1951,USA,Evanston IL,US,,,
125,1925,182,Richard,Zsigmondy,chemistry,1,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry""",Richard Zsigmondy,182,Richard,Zsigmondy,male,1865-04-01,Austrian Empire (now Austria),Vienna,AT,24/09/1929,Germany,Göttingen,DE,Goettingen University,Göttingen,Germany
126,1925,596,George Bernard,Shaw,literature,1,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",George Bernard Shaw,596,George Bernard,Shaw,male,1856-07-26,Ireland,Dublin,IE,02/11/1950,United Kingdom,Ayot St. Lawrence,GB,,,
127,1926,491,Gustav,Stresemann,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",Gustav Stresemann,491,Gustav,Stresemann,male,1878-05-10,Germany,Berlin,DE,03/10/1929,Germany,Berlin,DE,,,
128,1926,490,Aristide,Briand,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",Aristide Briand,490,Aristide,Briand,male,1862-03-28,France,Nantes,FR,07/03/1932,France,Paris,FR,,,
129,1926,597,Grazia,Deledda,literature,1,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",Grazia Deledda,597,Grazia,Deledda,female,1871-09-27,Italy,Nuoro Sardinia,IT,15/08/1936,Italy,Rome,IT,,,
130,1926,316,Johannes,Fibiger,medicine,1,"""for his discovery of the Spiroptera carcinoma""",Johannes Fibiger,316,Johannes,Fibiger,male,1867-04-23,Denmark,Silkeborg,DK,30/01/1928,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark
131,1926,32,Jean Baptiste,Perrin,physics,1,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",Jean Baptiste Perrin,32,Jean Baptiste,Perrin,male,1870-09-30,France,Lille,FR,17/04/1942,USA,New York NY,US,Sorbonne University,Paris,France
132,1926,183,The,Svedberg,chemistry,1,"""for his work on disperse systems""",The Svedberg,183,The,Svedberg,male,1884-08-30,Sweden,Fleräng,SE,25/02/1971,Sweden,Örebro,SE,Uppsala University,Uppsala,Sweden
133,1927,600,Henri,Bergson,literature,1,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",Henri Bergson,600,Henri,Bergson,male,1859-10-18,France,Paris,FR,04/01/1941,France,Paris,FR,,,
134,1927,493,Ludwig,Quidde,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",Ludwig Quidde,493,Ludwig,Quidde,male,1858-03-23,Germany,Bremen,DE,04/03/1941,Switzerland,Geneva,CH,,,
135,1927,33,Arthur H.,Compton,physics,2,"""for his discovery of the effect named after him""",Arthur H. Compton,33,Arthur H.,Compton,male,1892-09-10,USA,Wooster OH,US,15/03/1962,USA,Berkeley CA,US,University of Chicago,Chicago IL,USA
136,1927,34,C.T.R.,Wilson,physics,2,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",C.T.R. Wilson,34,C.T.R.,Wilson,male,1869-02-14,Scotland,Glencorse,GB,15/11/1959,Scotland,Carlops,GB,University of Cambridge,Cambridge,United Kingdom
137,1927,317,Julius,Wagner-Jauregg,medicine,1,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",Julius Wagner-Jauregg,317,Julius,Wagner-Jauregg,male,1857-03-07,Austria,Wels,AT,27/09/1940,Austria,Vienna,AT,Vienna University,Vienna,Austria
138,1927,184,Heinrich,Wieland,chemistry,1,"""for his investigations of the constitution of the bile acids and related substances""",Heinrich Wieland,184,Heinrich,Wieland,male,1877-06-04,Germany,Pforzheim,DE,05/08/1957,West Germany (now Germany),Munich,DE,Munich University,Munich,Germany
139,1927,492,Ferdinand,Buisson,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",Ferdinand Buisson,492,Ferdinand,Buisson,male,1841-12-20,France,Paris,FR,16/02/1932,France,Thieuloy-Saint-Antoine,FR,,,
140,1928,318,Charles,Nicolle,medicine,1,"""for his work on typhus""",Charles Nicolle,318,Charles,Nicolle,male,1866-09-21,France,Rouen,FR,28/02/1936,Tunisia,Tunis,TN,Institut Pasteur,Tunis,Tunisia
141,1928,185,Adolf,Windaus,chemistry,1,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",Adolf Windaus,185,Adolf,Windaus,male,1876-12-25,Germany,Berlin,DE,09/06/1959,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany
142,1928,35,Owen Willans,Richardson,physics,1,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",Owen Willans Richardson,35,Owen Willans,Richardson,male,1879-04-26,United Kingdom,Dewsbury,GB,15/02/1959,United Kingdom,Alton,GB,London University,London,United Kingdom
143,1928,601,Sigrid,Undset,literature,1,"""principally for her powerful descriptions of Northern life during the Middle Ages""",Sigrid Undset,601,Sigrid,Undset,female,1882-05-20,Denmark,Kalundborg,DK,10/06/1949,Norway,Lillehammer,NO,,,
144,1929,186,Arthur,Harden,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",Arthur Harden,186,Arthur,Harden,male,1865-10-12,United Kingdom,Manchester,GB,17/06/1940,United Kingdom,Bourne,GB,London University,London,United Kingdom
145,1929,187,Hans,von Euler-Chelpin,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",Hans von Euler-Chelpin,187,Hans,von Euler-Chelpin,male,1873-02-15,Germany,Augsburg,DE,06/11/1964,Sweden,Stockholm,SE,Stockholm University,Stockholm,Sweden
146,1929,319,Christiaan,Eijkman,medicine,2,"""for his discovery of the antineuritic vitamin""",Christiaan Eijkman,319,Christiaan,Eijkman,male,1858-08-11,the Netherlands,Nijkerk,NL,05/11/1930,the Netherlands,Utrecht,NL,Utrecht University,Utrecht,the Netherlands
147,1929,36,Louis,de Broglie,physics,1,"""for his discovery of the wave nature of electrons""",Louis de Broglie,36,Louis,de Broglie,male,1892-08-15,France,Dieppe,FR,19/03/1987,France,Paris,FR,Sorbonne University Institut Henri Poincaré,Paris,France
148,1929,602,Thomas,Mann,literature,1,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",Thomas Mann,602,Thomas,Mann,male,1875-06-06,Germany,Lübeck,DE,12/08/1955,Switzerland,Zurich,CH,,,
149,1929,320,Sir Frederick,Hopkins,medicine,2,"""for his discovery of the growth-stimulating vitamins""",Sir Frederick Hopkins,320,Sir Frederick,Hopkins,male,1861-06-20,United Kingdom,Eastbourne,GB,16/05/1947,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
150,1929,494,Frank B.,Kellogg,peace,1,"""for his crucial role in bringing about the Briand-Kellogg Pact""",Frank B. Kellogg,494,Frank B.,Kellogg,male,1856-12-22,USA,Potsdam NY,US,21/12/1937,USA,St. Paul MN,US,,,
151,1930,603,Sinclair,Lewis,literature,1,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",Sinclair Lewis,603,Sinclair,Lewis,male,1885-02-07,USA,Sauk Centre MN,US,10/01/1951,Italy,Rome,IT,,,
152,1930,321,Karl,Landsteiner,medicine,1,"""for his discovery of human blood groups""",Karl Landsteiner,321,Karl,Landsteiner,male,1868-06-14,Austrian Empire (now Austria),Vienna,AT,26/06/1943,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA
153,1930,188,Hans,Fischer,chemistry,1,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",Hans Fischer,188,Hans,Fischer,male,1881-07-27,Germany,Hoechst,DE,31/03/1945,Germany,Munich,DE,Technische Hochschule (Institute of Technology),Munich,Germany
